plate,transfer,rep,p,n,f
1,14,2,B,23,0.24468085106382978
1,14,2,A/B,13,0.13829787234042554
1,14,2,AB,21,0.22340425531914893
1,14,2,E,0,0
1,14,3,U,6,0.06382978723404255
1,14,3,S,20,0.2127659574468085
1,14,3,A,9,0.09574468085106383
1,14,3,B,24,0.2553191489361702
1,14,3,A/B,14,0.14893617021276595
1,14,3,AB,21,0.22340425531914893
1,14,3,E,0,0
1,14,4,U,6,0.06382978723404255
1,14,4,S,19,0.20212765957446807
1,14,4,A,15,0.1595744680851064
1,14,4,B,24,0.2553191489361702
1,14,4,A/B,14,0.14893617021276595
1,14,4,AB,16,0.1702127659574468
1,14,4,E,0,0
1,15,1,U,9,0.09574468085106383
1,15,1,S,22,0.23404255319148937
1,15,1,A,8,0.0851063829787234
1,15,1,B,12,0.1276595744680851
1,15,1,A/B,19,0.20212765957446807
1,15,1,AB,24,0.2553191489361702
1,15,1,E,0,0
1,15,2,U,10,0.10638297872340426
1,15,2,S,20,0.2127659574468085
1,15,2,A,6,0.06382978723404255
1,15,2,B,13,0.13829787234042554
1,15,2,A/B,18,0.19148936170212766
1,15,2,AB,27,0.2872340425531915
1,15,2,E,0,0
1,15,3,U,9,0.09574468085106383
1,15,3,S,19,0.20212765957446807
1,15,3,A,4,0.0425531914893617
1,15,3,B,12,0.1276595744680851
1,15,3,A/B,12,0.1276595744680851
1,15,3,AB,38,0.40425531914893614
1,15,3,E,0,0
1,15,4,U,8,0.0851063829787234
1,15,4,S,19,0.20212765957446807
1,15,4,A,11,0.11702127659574468
1,15,4,B,14,0.14893617021276595
1,15,4,A/B,14,0.14893617021276595
1,15,4,AB,28,0.2978723404255319
1,15,4,E,0,0
1,16,1,U,7,0.07446808510638298
1,16,1,S,16,0.1702127659574468
1,16,1,A,11,0.11702127659574468
1,16,1,B,13,0.13829787234042554
1,16,1,A/B,17,0.18085106382978725
1,16,1,AB,30,0.3191489361702128
1,16,1,E,0,0
1,16,2,U,7,0.07446808510638298
1,16,2,S,11,0.11702127659574468
1,16,2,A,13,0.13829787234042554
1,16,2,B,10,0.10638297872340426
1,16,2,A/B,20,0.2127659574468085
1,16,2,AB,33,0.35106382978723405
1,16,2,E,0,0
1,16,3,U,5,0.05319148936170213
1,16,3,S,17,0.18085106382978725
1,16,3,A,5,0.05319148936170213
1,16,3,B,16,0.1702127659574468
1,16,3,A/B,9,0.09574468085106383
1,16,3,AB,42,0.44680851063829785
1,16,3,E,0,0
1,16,4,U,7,0.07446808510638298
1,16,4,S,14,0.14893617021276595
1,16,4,A,10,0.10638297872340426
1,16,4,B,13,0.13829787234042554
1,16,4,A/B,18,0.19148936170212766
1,16,4,AB,32,0.3404255319148936
1,16,4,E,0,0
1,17,1,U,6,0.06382978723404255
1,17,1,S,18,0.19148936170212766
1,17,1,A,13,0.13829787234042554
1,17,1,B,12,0.1276595744680851
1,17,1,A/B,15,0.1595744680851064
1,17,1,AB,30,0.3191489361702128
1,17,1,E,0,0
1,17,2,U,6,0.06382978723404255
1,17,2,S,16,0.1702127659574468
1,17,2,A,11,0.11702127659574468
1,17,2,B,13,0.13829787234042554
1,17,2,A/B,16,0.1702127659574468
1,17,2,AB,32,0.3404255319148936
1,17,2,E,0,0
1,17,3,U,6,0.06382978723404255
1,17,3,S,18,0.19148936170212766
1,17,3,A,11,0.11702127659574468
1,17,3,B,12,0.1276595744680851
1,17,3,A/B,10,0.10638297872340426
1,17,3,AB,37,0.39361702127659576
1,17,3,E,0,0
1,17,4,U,6,0.06382978723404255
1,17,4,S,17,0.18085106382978725
1,17,4,A,12,0.1276595744680851
1,17,4,B,13,0.13829787234042554
1,17,4,A/B,17,0.18085106382978725
1,17,4,AB,29,0.30851063829787234
1,17,4,E,0,0
1,18,1,U,5,0.05319148936170213
1,18,1,S,22,0.23404255319148937
1,18,1,A,13,0.13829787234042554
1,18,1,B,10,0.10638297872340426
1,18,1,A/B,15,0.1595744680851064
1,18,1,AB,29,0.30851063829787234
1,18,1,E,0,0
1,18,2,U,5,0.05319148936170213
1,18,2,S,19,0.20212765957446807
1,18,2,A,15,0.1595744680851064
1,18,2,B,12,0.1276595744680851
1,18,2,A/B,13,0.13829787234042554
1,18,2,AB,30,0.3191489361702128
1,18,2,E,0,0
1,18,3,U,5,0.05319148936170213
1,18,3,S,18,0.19148936170212766
1,18,3,A,8,0.0851063829787234
1,18,3,B,11,0.11702127659574468
1,18,3,A/B,14,0.14893617021276595
1,18,3,AB,38,0.40425531914893614
1,18,3,E,0,0
1,18,4,U,5,0.05319148936170213
1,18,4,S,20,0.2127659574468085
1,18,4,A,12,0.1276595744680851
1,18,4,B,11,0.11702127659574468
1,18,4,A/B,18,0.19148936170212766
1,18,4,AB,28,0.2978723404255319
1,18,4,E,0,0
1,19,1,U,3,0.031914893617021274
1,19,1,S,23,0.24468085106382978
1,19,1,A,10,0.10638297872340426
1,19,1,B,4,0.0425531914893617
1,19,1,A/B,0,0
1,19,1,AB,54,0.574468085106383
1,19,1,E,0,0
1,19,2,U,3,0.031914893617021274
1,19,2,S,12,0.1276595744680851
1,19,2,A,19,0.20212765957446807
1,19,2,B,5,0.05319148936170213
1,19,2,A/B,2,0.02127659574468085
1,19,2,AB,53,0.5638297872340425
1,19,2,E,0,0
1,19,3,U,2,0.02127659574468085
1,19,3,S,7,0.07446808510638298
1,19,3,A,23,0.24468085106382978
1,19,3,B,5,0.05319148936170213
1,19,3,A/B,2,0.02127659574468085
1,19,3,AB,55,0.5851063829787234
1,19,3,E,0,0
1,19,4,U,3,0.031914893617021274
1,19,4,S,19,0.20212765957446807
1,19,4,A,15,0.1595744680851064
1,19,4,B,2,0.02127659574468085
1,19,4,A/B,1,0.010638297872340425
1,19,4,AB,54,0.574468085106383
1,19,4,E,0,0
1,20,1,U,7,0.07446808510638298
1,20,1,S,21,0.22340425531914893
1,20,1,A,9,0.09574468085106383
1,20,1,B,5,0.05319148936170213
1,20,1,A/B,11,0.11702127659574468
1,20,1,AB,41,0.43617021276595747
1,20,1,E,0,0
1,20,2,U,7,0.07446808510638298
1,20,2,S,15,0.1595744680851064
1,20,2,A,12,0.1276595744680851
1,20,2,B,6,0.06382978723404255
1,20,2,A/B,14,0.14893617021276595
1,20,2,AB,40,0.425531914893617
1,20,2,E,0,0
1,20,3,U,7,0.07446808510638298
1,20,3,S,12,0.1276595744680851
1,20,3,A,11,0.11702127659574468
1,20,3,B,3,0.031914893617021274
1,20,3,A/B,13,0.13829787234042554
1,20,3,AB,48,0.5106382978723404
1,20,3,E,0,0
1,20,4,U,7,0.07446808510638298
1,20,4,S,18,0.19148936170212766
1,20,4,A,10,0.10638297872340426
1,20,4,B,3,0.031914893617021274
1,20,4,A/B,17,0.18085106382978725
1,20,4,AB,39,0.4148936170212766
1,20,4,E,0,0
1,21,1,U,7,0.07446808510638298
1,21,1,S,25,0.26595744680851063
1,21,1,A,7,0.07446808510638298
1,21,1,B,8,0.0851063829787234
1,21,1,A/B,12,0.1276595744680851
1,21,1,AB,35,0.3723404255319149
1,21,1,E,0,0
1,21,2,U,7,0.07446808510638298
1,21,2,S,20,0.2127659574468085
1,21,2,A,13,0.13829787234042554
1,21,2,B,9,0.09574468085106383
1,21,2,A/B,11,0.11702127659574468
1,21,2,AB,34,0.3617021276595745
1,21,2,E,0,0
1,21,3,U,7,0.07446808510638298
1,21,3,S,20,0.2127659574468085
1,21,3,A,6,0.06382978723404255
1,21,3,B,8,0.0851063829787234
1,21,3,A/B,10,0.10638297872340426
1,21,3,AB,43,0.4574468085106383
1,21,3,E,0,0
1,21,4,U,7,0.07446808510638298
1,21,4,S,20,0.2127659574468085
1,21,4,A,12,0.1276595744680851
1,21,4,B,7,0.07446808510638298
1,21,4,A/B,16,0.1702127659574468
1,21,4,AB,32,0.3404255319148936
1,21,4,E,0,0
1,22,1,U,6,0.06382978723404255
1,22,1,S,25,0.26595744680851063
1,22,1,A,12,0.1276595744680851
1,22,1,B,6,0.06382978723404255
1,22,1,A/B,8,0.0851063829787234
1,22,1,AB,37,0.39361702127659576
1,22,1,E,0,0
1,22,2,U,6,0.06382978723404255
1,22,2,S,24,0.2553191489361702
1,22,2,A,13,0.13829787234042554
1,22,2,B,9,0.09574468085106383
1,22,2,A/B,9,0.09574468085106383
1,22,2,AB,33,0.35106382978723405
1,22,2,E,0,0
1,22,3,U,6,0.06382978723404255
1,22,3,S,24,0.2553191489361702
1,22,3,A,6,0.06382978723404255
1,22,3,B,6,0.06382978723404255
1,22,3,A/B,7,0.07446808510638298
1,22,3,AB,45,0.4787234042553192
1,22,3,E,0,0
1,22,4,U,6,0.06382978723404255
1,22,4,S,24,0.2553191489361702
1,22,4,A,12,0.1276595744680851
1,22,4,B,8,0.0851063829787234
1,22,4,A/B,9,0.09574468085106383
1,22,4,AB,35,0.3723404255319149
1,22,4,E,0,0
2,0,1,U,20,0.2127659574468085
2,0,1,S,49,0.5212765957446809
2,0,1,A,10,0.10638297872340426
2,0,1,B,10,0.10638297872340426
2,0,1,A/B,0,0
2,0,1,AB,5,0.05319148936170213
2,0,1,E,0,0
2,0,2,U,17,0.18085106382978725
2,0,2,S,50,0.5319148936170213
2,0,2,A,11,0.11702127659574468
2,0,2,B,10,0.10638297872340426
2,0,2,A/B,0,0
2,0,2,AB,6,0.06382978723404255
2,0,2,E,0,0
2,0,3,U,16,0.1702127659574468
2,0,3,S,52,0.5531914893617021
2,0,3,A,1,0.010638297872340425
2,0,3,B,6,0.06382978723404255
2,0,3,A/B,4,0.0425531914893617
2,0,3,AB,15,0.1595744680851064
2,0,3,E,0,0
2,0,4,U,20,0.2127659574468085
2,0,4,S,49,0.5212765957446809
2,0,4,A,9,0.09574468085106383
2,0,4,B,9,0.09574468085106383
2,0,4,A/B,1,0.010638297872340425
2,0,4,AB,6,0.06382978723404255
2,0,4,E,0,0
2,1,1,U,60,0.6382978723404256
2,1,1,S,2,0.02127659574468085
2,1,1,A,23,0.24468085106382978
2,1,1,B,0,0
2,1,1,A/B,0,0
2,1,1,AB,9,0.09574468085106383
2,1,1,E,0,0
2,1,2,U,27,0.2872340425531915
2,1,2,S,5,0.05319148936170213
2,1,2,A,54,0.574468085106383
2,1,2,B,1,0.010638297872340425
2,1,2,A/B,0,0
2,1,2,AB,7,0.07446808510638298
2,1,2,E,0,0
2,1,3,U,53,0.5638297872340425
2,1,3,S,1,0.010638297872340425
2,1,3,A,13,0.13829787234042554
2,1,3,B,1,0.010638297872340425
2,1,3,A/B,2,0.02127659574468085
2,1,3,AB,24,0.2553191489361702
2,1,3,E,0,0
2,1,4,U,62,0.6595744680851063
2,1,4,S,0,0
2,1,4,A,23,0.24468085106382978
2,1,4,B,0,0
2,1,4,A/B,0,0
2,1,4,AB,9,0.09574468085106383
2,1,4,E,0,0
2,2,1,U,53,0.5638297872340425
2,2,1,S,0,0
2,2,1,A,33,0.35106382978723405
2,2,1,B,0,0
2,2,1,A/B,0,0
2,2,1,AB,8,0.0851063829787234
2,2,1,E,0,0
2,2,2,U,28,0.2978723404255319
2,2,2,S,3,0.031914893617021274
2,2,2,A,57,0.6063829787234043
2,2,2,B,0,0
2,2,2,A/B,0,0
2,2,2,AB,6,0.06382978723404255
2,2,2,E,0,0
2,2,3,U,47,0.5
2,2,3,S,1,0.010638297872340425
2,2,3,A,25,0.26595744680851063
2,2,3,B,0,0
2,2,3,A/B,0,0
2,2,3,AB,21,0.22340425531914893
2,2,3,E,0,0
2,2,4,U,54,0.574468085106383
2,2,4,S,0,0
2,2,4,A,31,0.32978723404255317
2,2,4,B,0,0
2,2,4,A/B,0,0
2,2,4,AB,9,0.09574468085106383
2,2,4,E,0,0
2,3,1,U,37,0.39361702127659576
2,3,1,S,0,0
2,3,1,A,37,0.39361702127659576
2,3,1,B,0,0
2,3,1,A/B,2,0.02127659574468085
2,3,1,AB,18,0.19148936170212766
2,3,1,E,0,0
2,3,2,U,21,0.22340425531914893
2,3,2,S,1,0.010638297872340425
2,3,2,A,62,0.6595744680851063
2,3,2,B,0,0
2,3,2,A/B,0,0
2,3,2,AB,10,0.10638297872340426
2,3,2,E,0,0
2,3,3,U,37,0.39361702127659576
2,3,3,S,1,0.010638297872340425
2,3,3,A,36,0.3829787234042553
2,3,3,B,0,0
2,3,3,A/B,2,0.02127659574468085
2,3,3,AB,18,0.19148936170212766
2,3,3,E,0,0
2,3,4,U,43,0.4574468085106383
2,3,4,S,0,0
2,3,4,A,38,0.40425531914893614
2,3,4,B,0,0
2,3,4,A/B,0,0
2,3,4,AB,13,0.13829787234042554
2,3,4,E,0,0
2,4,1,U,30,0.3191489361702128
2,4,1,S,0,0
2,4,1,A,39,0.4148936170212766
2,4,1,B,0,0
2,4,1,A/B,1,0.010638297872340425
2,4,1,AB,24,0.2553191489361702
2,4,1,E,0,0
2,4,2,U,21,0.22340425531914893
2,4,2,S,0,0
2,4,2,A,56,0.5957446808510638
2,4,2,B,0,0
2,4,2,A/B,0,0
2,4,2,AB,17,0.18085106382978725
2,4,2,E,0,0
2,4,3,U,33,0.35106382978723405
