plate,transfer,rep,p,n,f
1,9,3,A,12,0.1276595744680851
1,9,3,B,18,0.19148936170212766
1,9,3,A/B,16,0.1702127659574468
1,9,3,AB,0,0
1,9,3,E,0,0
1,9,4,U,7,0.07446808510638298
1,9,4,S,41,0.43617021276595747
1,9,4,A,11,0.11702127659574468
1,9,4,B,18,0.19148936170212766
1,9,4,A/B,17,0.18085106382978725
1,9,4,AB,0,0
1,9,4,E,0,0
1,10,1,U,6,0.06382978723404255
1,10,1,S,41,0.43617021276595747
1,10,1,A,15,0.1595744680851064
1,10,1,B,17,0.18085106382978725
1,10,1,A/B,15,0.1595744680851064
1,10,1,AB,0,0
1,10,1,E,0,0
1,10,2,U,7,0.07446808510638298
1,10,2,S,45,0.4787234042553192
1,10,2,A,14,0.14893617021276595
1,10,2,B,17,0.18085106382978725
1,10,2,A/B,10,0.10638297872340426
1,10,2,AB,1,0.010638297872340425
1,10,2,E,0,0
1,10,3,U,6,0.06382978723404255
1,10,3,S,42,0.44680851063829785
1,10,3,A,11,0.11702127659574468
1,10,3,B,17,0.18085106382978725
1,10,3,A/B,12,0.1276595744680851
1,10,3,AB,6,0.06382978723404255
1,10,3,E,0,0
1,10,4,U,6,0.06382978723404255
1,10,4,S,42,0.44680851063829785
1,10,4,A,15,0.1595744680851064
1,10,4,B,17,0.18085106382978725
1,10,4,A/B,14,0.14893617021276595
1,10,4,AB,0,0
1,10,4,E,0,0
1,11,1,U,7,0.07446808510638298
1,11,1,S,40,0.425531914893617
1,11,1,A,12,0.1276595744680851
1,11,1,B,19,0.20212765957446807
1,11,1,A/B,13,0.13829787234042554
1,11,1,AB,3,0.031914893617021274
1,11,1,E,0,0
1,11,2,U,8,0.0851063829787234
1,11,2,S,47,0.5
1,11,2,A,10,0.10638297872340426
1,11,2,B,17,0.18085106382978725
1,11,2,A/B,11,0.11702127659574468
1,11,2,AB,1,0.010638297872340425
1,11,2,E,0,0
1,11,3,U,7,0.07446808510638298
1,11,3,S,30,0.3191489361702128
1,11,3,A,18,0.19148936170212766
1,11,3,B,21,0.22340425531914893
1,11,3,A/B,11,0.11702127659574468
1,11,3,AB,7,0.07446808510638298
1,11,3,E,0,0
1,11,4,U,6,0.06382978723404255
1,11,4,S,39,0.4148936170212766
1,11,4,A,15,0.1595744680851064
1,11,4,B,17,0.18085106382978725
1,11,4,A/B,17,0.18085106382978725
1,11,4,AB,0,0
1,11,4,E,0,0
1,12,1,U,3,0.031914893617021274
1,12,1,S,39,0.4148936170212766
1,12,1,A,17,0.18085106382978725
1,12,1,B,16,0.1702127659574468
1,12,1,A/B,17,0.18085106382978725
1,12,1,AB,2,0.02127659574468085
1,12,1,E,0,0
1,12,2,U,4,0.0425531914893617
1,12,2,S,31,0.32978723404255317
1,12,2,A,25,0.26595744680851063
1,12,2,B,15,0.1595744680851064
1,12,2,A/B,18,0.19148936170212766
1,12,2,AB,1,0.010638297872340425
1,12,2,E,0,0
1,12,3,U,3,0.031914893617021274
1,12,3,S,34,0.3617021276595745
1,12,3,A,16,0.1702127659574468
1,12,3,B,20,0.2127659574468085
1,12,3,A/B,13,0.13829787234042554
1,12,3,AB,8,0.0851063829787234
1,12,3,E,0,0
1,12,4,U,4,0.0425531914893617
1,12,4,S,39,0.4148936170212766
1,12,4,A,18,0.19148936170212766
1,12,4,B,15,0.1595744680851064
1,12,4,A/B,18,0.19148936170212766
1,12,4,AB,0,0
1,12,4,E,0,0
1,13,1,U,3,0.031914893617021274
1,13,1,S,34,0.3617021276595745
1,13,1,A,18,0.19148936170212766
1,13,1,B,16,0.1702127659574468
1,13,1,A/B,21,0.22340425531914893
1,13,1,AB,2,0.02127659574468085
1,13,1,E,0,0
1,13,2,U,4,0.0425531914893617
1,13,2,S,31,0.32978723404255317
1,13,2,A,23,0.24468085106382978
1,13,2,B,19,0.20212765957446807
1,13,2,A/B,15,0.1595744680851064
1,13,2,AB,2,0.02127659574468085
1,13,2,E,0,0
1,13,3,U,2,0.02127659574468085
1,13,3,S,32,0.3404255319148936
1,13,3,A,12,0.1276595744680851
1,13,3,B,15,0.1595744680851064
1,13,3,A/B,21,0.22340425531914893
1,13,3,AB,12,0.1276595744680851
1,13,3,E,0,0
1,13,4,U,4,0.0425531914893617
1,13,4,S,33,0.35106382978723405
1,13,4,A,21,0.22340425531914893
1,13,4,B,16,0.1702127659574468
1,13,4,A/B,18,0.19148936170212766
1,13,4,AB,2,0.02127659574468085
1,13,4,E,0,0
2,0,1,U,20,0.2127659574468085
2,0,1,S,51,0.5425531914893617
2,0,1,A,13,0.13829787234042554
2,0,1,B,10,0.10638297872340426
2,0,1,A/B,0,0
2,0,1,AB,0,0
2,0,1,E,0,0
2,0,2,U,20,0.2127659574468085
2,0,2,S,38,0.40425531914893614
2,0,2,A,25,0.26595744680851063
2,0,2,B,5,0.05319148936170213
2,0,2,A/B,2,0.02127659574468085
2,0,2,AB,4,0.0425531914893617
2,0,2,E,0,0
2,0,3,U,16,0.1702127659574468
2,0,3,S,45,0.4787234042553192
2,0,3,A,13,0.13829787234042554
2,0,3,B,4,0.0425531914893617
2,0,3,A/B,4,0.0425531914893617
2,0,3,AB,12,0.1276595744680851
2,0,3,E,0,0
2,0,4,U,13,0.13829787234042554
2,0,4,S,59,0.6276595744680851
2,0,4,A,11,0.11702127659574468
2,0,4,B,10,0.10638297872340426
2,0,4,A/B,1,0.010638297872340425
2,0,4,AB,0,0
2,0,4,E,0,0
2,1,1,U,60,0.6382978723404256
2,1,1,S,4,0.0425531914893617
2,1,1,A,2,0.02127659574468085
2,1,1,B,1,0.010638297872340425
2,1,1,A/B,25,0.26595744680851063
2,1,1,AB,2,0.02127659574468085
2,1,1,E,0,0
2,1,2,U,29,0.30851063829787234
2,1,2,S,0,0
2,1,2,A,0,0
2,1,2,B,0,0
2,1,2,A/B,58,0.6170212765957447
2,1,2,AB,7,0.07446808510638298
2,1,2,E,0,0
2,1,3,U,38,0.40425531914893614
2,1,3,S,0,0
2,1,3,A,0,0
2,1,3,B,1,0.010638297872340425
2,1,3,A/B,40,0.425531914893617
2,1,3,AB,15,0.1595744680851064
2,1,3,E,0,0
2,1,4,U,63,0.6702127659574468
2,1,4,S,0,0
2,1,4,A,1,0.010638297872340425
2,1,4,B,1,0.010638297872340425
2,1,4,A/B,28,0.2978723404255319
2,1,4,AB,1,0.010638297872340425
2,1,4,E,0,0
2,2,1,U,50,0.5319148936170213
2,2,1,S,6,0.06382978723404255
2,2,1,A,32,0.3404255319148936
2,2,1,B,1,0.010638297872340425
2,2,1,A/B,0,0
2,2,1,AB,5,0.05319148936170213
2,2,1,E,0,0
2,2,2,U,25,0.26595744680851063
2,2,2,S,0,0
2,2,2,A,58,0.6170212765957447
2,2,2,B,0,0
2,2,2,A/B,0,0
2,2,2,AB,11,0.11702127659574468
2,2,2,E,0,0
2,2,3,U,31,0.32978723404255317
2,2,3,S,0,0
2,2,3,A,44,0.46808510638297873
2,2,3,B,0,0
2,2,3,A/B,4,0.0425531914893617
2,2,3,AB,15,0.1595744680851064
2,2,3,E,0,0
2,2,4,U,52,0.5531914893617021
2,2,4,S,2,0.02127659574468085
2,2,4,A,34,0.3617021276595745
2,2,4,B,0,0
2,2,4,A/B,3,0.031914893617021274
2,2,4,AB,3,0.031914893617021274
2,2,4,E,0,0
2,3,1,U,39,0.4148936170212766
2,3,1,S,4,0.0425531914893617
2,3,1,A,44,0.46808510638297873
2,3,1,B,0,0
2,3,1,A/B,0,0
2,3,1,AB,7,0.07446808510638298
2,3,1,E,0,0
2,3,2,U,29,0.30851063829787234
2,3,2,S,0,0
2,3,2,A,54,0.574468085106383
2,3,2,B,0,0
2,3,2,A/B,0,0
2,3,2,AB,11,0.11702127659574468
2,3,2,E,0,0
2,3,3,U,26,0.2765957446808511
2,3,3,S,0,0
2,3,3,A,54,0.574468085106383
2,3,3,B,0,0
2,3,3,A/B,3,0.031914893617021274
2,3,3,AB,11,0.11702127659574468
2,3,3,E,0,0
2,3,4,U,38,0.40425531914893614
2,3,4,S,0,0
2,3,4,A,49,0.5212765957446809
2,3,4,B,0,0
2,3,4,A/B,2,0.02127659574468085
2,3,4,AB,5,0.05319148936170213
2,3,4,E,0,0
2,4,1,U,36,0.3829787234042553
2,4,1,S,2,0.02127659574468085
2,4,1,A,49,0.5212765957446809
2,4,1,B,0,0
2,4,1,A/B,0,0
2,4,1,AB,7,0.07446808510638298
2,4,1,E,0,0
2,4,2,U,23,0.24468085106382978
2,4,2,S,1,0.010638297872340425
2,4,2,A,57,0.6063829787234043
2,4,2,B,1,0.010638297872340425
2,4,2,A/B,0,0
2,4,2,AB,12,0.1276595744680851
2,4,2,E,0,0
2,4,3,U,26,0.2765957446808511
2,4,3,S,0,0
2,4,3,A,51,0.5425531914893617
2,4,3,B,0,0
2,4,3,A/B,2,0.02127659574468085
2,4,3,AB,15,0.1595744680851064
2,4,3,E,0,0
2,4,4,U,33,0.35106382978723405
2,4,4,S,0,0
2,4,4,A,56,0.5957446808510638
2,4,4,B,0,0
2,4,4,A/B,1,0.010638297872340425
2,4,4,AB,4,0.0425531914893617
2,4,4,E,0,0
2,5,1,U,40,0.425531914893617
2,5,1,S,1,0.010638297872340425
2,5,1,A,45,0.4787234042553192
2,5,1,B,0,0
2,5,1,A/B,0,0
2,5,1,AB,8,0.0851063829787234
2,5,1,E,0,0
2,5,2,U,27,0.2872340425531915
2,5,2,S,0,0
2,5,2,A,55,0.5851063829787234
2,5,2,B,0,0
2,5,2,A/B,0,0
2,5,2,AB,12,0.1276595744680851
2,5,2,E,0,0
2,5,3,U,25,0.26595744680851063
2,5,3,S,0,0
2,5,3,A,62,0.6595744680851063
2,5,3,B,0,0
2,5,3,A/B,0,0
2,5,3,AB,7,0.07446808510638298
2,5,3,E,0,0
2,5,4,U,31,0.32978723404255317
2,5,4,S,0,0
2,5,4,A,59,0.6276595744680851
2,5,4,B,0,0
2,5,4,A/B,1,0.010638297872340425
2,5,4,AB,3,0.031914893617021274
2,5,4,E,0,0
2,6,1,U,36,0.3829787234042553
2,6,1,S,3,0.031914893617021274
2,6,1,A,47,0.5
2,6,1,B,0,0
2,6,1,A/B,0,0
2,6,1,AB,8,0.0851063829787234
2,6,1,E,0,0
2,6,2,U,28,0.2978723404255319
2,6,2,S,1,0.010638297872340425
2,6,2,A,51,0.5425531914893617
2,6,2,B,0,0
2,6,2,A/B,1,0.010638297872340425
2,6,2,AB,13,0.13829787234042554
2,6,2,E,0,0
2,6,3,U,26,0.2765957446808511
2,6,3,S,0,0
2,6,3,A,49,0.5212765957446809
2,6,3,B,0,0
2,6,3,A/B,3,0.031914893617021274
2,6,3,AB,16,0.1702127659574468
2,6,3,E,0,0
2,6,4,U,30,0.3191489361702128
2,6,4,S,0,0
2,6,4,A,56,0.5957446808510638
2,6,4,B,1,0.010638297872340425
2,6,4,A/B,1,0.010638297872340425
2,6,4,AB,6,0.06382978723404255
2,6,4,E,0,0
2,7,1,U,20,0.2127659574468085
2,7,1,S,0,0
2,7,1,A,64,0.6808510638297872
2,7,1,B,0,0
2,7,1,A/B,0,0
2,7,1,AB,10,0.10638297872340426
2,7,1,E,0,0
2,7,2,U,17,0.18085106382978725
2,7,2,S,0,0
2,7,2,A,61,0.648936170212766
2,7,2,B,0,0
2,7,2,A/B,0,0
2,7,2,AB,16,0.1702127659574468
2,7,2,E,0,0
2,7,3,U,14,0.14893617021276595
2,7,3,S,0,0
2,7,3,A,62,0.6595744680851063
2,7,3,B,0,0
2,7,3,A/B,1,0.010638297872340425
2,7,3,AB,17,0.18085106382978725
2,7,3,E,0,0
2,7,4,U,19,0.20212765957446807
2,7,4,S,0,0
2,7,4,A,68,0.723404255319149
2,7,4,B,0,0
2,7,4,A/B,2,0.02127659574468085
2,7,4,AB,5,0.05319148936170213
2,7,4,E,0,0
2,8,1,U,23,0.24468085106382978
2,8,1,S,0,0
2,8,1,A,57,0.6063829787234043
2,8,1,B,0,0
2,8,1,A/B,0,0
2,8,1,AB,14,0.14893617021276595
2,8,1,E,0,0
2,8,2,U,17,0.18085106382978725
2,8,2,S,0,0
2,8,2,A,59,0.6276595744680851
2,8,2,B,0,0
2,8,2,A/B,0,0
2,8,2,AB,18,0.19148936170212766
2,8,2,E,0,0
2,8,3,U,21,0.22340425531914893
2,8,3,S,0,0
2,8,3,A,56,0.5957446808510638
2,8,3,B,1,0.010638297872340425
2,8,3,A/B,2,0.02127659574468085
2,8,3,AB,14,0.14893617021276595
2,8,3,E,0,0
2,8,4,U,21,0.22340425531914893
2,8,4,S,0,0
2,8,4,A,63,0.6702127659574468
2,8,4,B,0,0
2,8,4,A/B,3,0.031914893617021274
2,8,4,AB,7,0.07446808510638298
2,8,4,E,0,0
2,9,1,U,17,0.18085106382978725
2,9,1,S,1,0.010638297872340425
2,9,1,A,61,0.648936170212766
2,9,1,B,0,0
2,9,1,A/B,0,0
2,9,1,AB,15,0.1595744680851064
2,9,1,E,0,0
2,9,2,U,15,0.1595744680851064
2,9,2,S,0,0
2,9,2,A,60,0.6382978723404256
2,9,2,B,0,0
2,9,2,A/B,0,0
2,9,2,AB,19,0.20212765957446807
2,9,2,E,0,0
2,9,3,U,17,0.18085106382978725
2,9,3,S,0,0
2,9,3,A,61,0.648936170212766
2,9,3,B,1,0.010638297872340425
2,9,3,A/B,2,0.02127659574468085
2,9,3,AB,13,0.13829787234042554
2,9,3,E,0,0
2,9,4,U,19,0.20212765957446807
2,9,4,S,0,0
2,9,4,A,63,0.6702127659574468
2,9,4,B,0,0
2,9,4,A/B,5,0.05319148936170213
2,9,4,AB,7,0.07446808510638298
2,9,4,E,0,0
2,10,1,U,17,0.18085106382978725
2,10,1,S,2,0.02127659574468085
2,10,1,A,59,0.6276595744680851
2,10,1,B,0,0
2,10,1,A/B,1,0.010638297872340425
2,10,1,AB,15,0.1595744680851064
2,10,1,E,0,0
2,10,2,U,11,0.11702127659574468
2,10,2,S,0,0
2,10,2,A,63,0.6702127659574468
2,10,2,B,2,0.02127659574468085
2,10,2,A/B,0,0
2,10,2,AB,18,0.19148936170212766
2,10,2,E,0,0
2,10,3,U,10,0.10638297872340426
2,10,3,S,4,0.0425531914893617
2,10,3,A,61,0.648936170212766
2,10,3,B,1,0.010638297872340425
2,10,3,A/B,2,0.02127659574468085
2,10,3,AB,16,0.1702127659574468
2,10,3,E,0,0
2,10,4,U,12,0.1276595744680851
2,10,4,S,0,0
2,10,4,A,72,0.7659574468085106
2,10,4,B,0,0
2,10,4,A/B,1,0.010638297872340425
2,10,4,AB,9,0.09574468085106383
2,10,4,E,0,0
2,11,1,U,20,0.2127659574468085
2,11,1,S,3,0.031914893617021274
2,11,1,A,52,0.5531914893617021
2,11,1,B,0,0
2,11,1,A/B,0,0
2,11,1,AB,19,0.20212765957446807
2,11,1,E,0,0
2,11,2,U,18,0.19148936170212766
2,11,2,S,4,0.0425531914893617
2,11,2,A,55,0.5851063829787234
2,11,2,B,0,0
2,11,2,A/B,0,0
2,11,2,AB,17,0.18085106382978725
2,11,2,E,0,0
2,11,3,U,13,0.13829787234042554
2,11,3,S,1,0.010638297872340425
2,11,3,A,59,0.6276595744680851
2,11,3,B,0,0
2,11,3,A/B,3,0.031914893617021274
2,11,3,AB,18,0.19148936170212766
2,11,3,E,0,0
2,11,4,U,17,0.18085106382978725
2,11,4,S,0,0
2,11,4,A,65,0.6914893617021277
2,11,4,B,0,0
2,11,4,A/B,3,0.031914893617021274
2,11,4,AB,9,0.09574468085106383
2,11,4,E,0,0
2,12,1,U,16,0.1702127659574468
2,12,1,S,0,0
2,12,1,A,59,0.6276595744680851
2,12,1,B,0,0
2,12,1,A/B,1,0.010638297872340425
2,12,1,AB,18,0.19148936170212766
2,12,1,E,0,0
2,12,2,U,13,0.13829787234042554
2,12,2,S,0,0
2,12,2,A,59,0.6276595744680851
2,12,2,B,0,0
2,12,2,A/B,0,0
2,12,2,AB,22,0.23404255319148937
2,12,2,E,0,0
2,12,3,U,10,0.10638297872340426
2,12,3,S,0,0
2,12,3,A,64,0.6808510638297872
2,12,3,B,0,0
2,12,3,A/B,2,0.02127659574468085
2,12,3,AB,18,0.19148936170212766
2,12,3,E,0,0
2,12,4,U,13,0.13829787234042554
2,12,4,S,0,0
2,12,4,A,71,0.7553191489361702
2,12,4,B,1,0.010638297872340425
2,12,4,A/B,1,0.010638297872340425
2,12,4,AB,8,0.0851063829787234
2,12,4,E,0,0
2,13,1,U,12,0.1276595744680851
2,13,1,S,0,0
2,13,1,A,60,0.6382978723404256
2,13,1,B,0,0
2,13,1,A/B,1,0.010638297872340425
2,13,1,AB,21,0.22340425531914893
2,13,1,E,0,0
2,13,2,U,6,0.06382978723404255
2,13,2,S,1,0.010638297872340425
2,13,2,A,61,0.648936170212766
2,13,2,B,0,0
2,13,2,A/B,1,0.010638297872340425
2,13,2,AB,25,0.26595744680851063
2,13,2,E,0,0
2,13,3,U,5,0.05319148936170213
2,13,3,S,0,0
2,13,3,A,66,0.7021276595744681
2,13,3,B,0,0
2,13,3,A/B,2,0.02127659574468085
2,13,3,AB,21,0.22340425531914893
2,13,3,E,0,0
2,13,4,U,9,0.09574468085106383
2,13,4,S,0,0
2,13,4,A,76,0.8085106382978723
2,13,4,B,0,0
2,13,4,A/B,2,0.02127659574468085
2,13,4,AB,7,0.07446808510638298
2,13,4,E,0,0
3,0,1,U,13,0.13829787234042554
3,0,1,S,54,0.574468085106383
3,0,1,A,13,0.13829787234042554
3,0,1,B,12,0.1276595744680851
3,0,1,A/B,2,0.02127659574468085
3,0,1,AB,0,0
3,0,1,E,0,0
3,0,2,U,16,0.1702127659574468
3,0,2,S,39,0.4148936170212766
3,0,2,A,23,0.24468085106382978
3,0,2,B,7,0.07446808510638298
3,0,2,A/B,8,0.0851063829787234
3,0,2,AB,1,0.010638297872340425
3,0,2,E,0,0
3,0,3,U,12,0.1276595744680851
3,0,3,S,41,0.43617021276595747
3,0,3,A,15,0.1595744680851064
3,0,3,B,10,0.10638297872340426
3,0,3,A/B,7,0.07446808510638298
3,0,3,AB,9,0.09574468085106383
3,0,3,E,0,0
3,0,4,U,16,0.1702127659574468
3,0,4,S,53,0.5638297872340425
3,0,4,A,12,0.1276595744680851
3,0,4,B,12,0.1276595744680851
